chr	summit
X	10307377
II	44949511
I	44685807
X	29637965
III	39694974
I	2378545
I	4348955
I	4625557
I	12359011
I	17627603
I	21571662
I	22034684
I	33715869
I	38237803
I	44048433
II	3929404
II	6387010
II	13139337
II	13558955
II	29826252
III	4738982
III	9388717
III	15446611
III	17471756
III	20702690
III	25096034
III	25215192
III	25348529
III	26037612
III	28450572
III	31234326
III	40650644
III	40999930
III	41383963
III	41384548
III	42096065
III	43582761
III	44718984
IV	8995559
IV	11465740
IV	15750383
IV	17785655
IV	18575740
IV	21166575
IV	24006208
IV	26319551
IV	32703553
IV	35150839
IV	38038952
IV	51540750
V	2737309
V	4725181
V	4725504
V	5756236
V	6140612
V	12216033
V	12819744
V	14580714
V	22245315
V	25360762
V	32827167
V	41685473
V	43791131
V	45836818
V	48204273
X	11705474
X	15763146
X	32084756
IV	28760795
IV	42584669
IV	36650063
II	44032986
III	5339927
IV	53274630
V	37794373
IV	50909490
X	5518686
IV	53983099
V	1208930
III	10433622
II	46103664
I	46813295
III	45187128
X	12462604
III	32378201
IV	42154787
IV	41287876
IV	33699997
IV	49963881
IV	31377293
I	44805593
I	18777616
X	28493399
III	10099911
II	846397
III	19560627
IV	47117116
I	46223531
X	32404082
X	33870842
III	775554
I	12950391
III	19440112
IV	49912571
III	41757753
II	44959836
III	13884146
IV	33581459
I	44420582
IV	33833170
IV	25567045
II	45872439
X	26710885
I	25288864
I	2400749
I	44518769
III	3269203
II	40536184
II	42823596
IV	7819847
II	3793782
IV	32429797
I	37758734
V	11390355
IV	20161070
I	16856078
X	25831940
V	1506800
V	18406834
X	8085048
I	44718060
III	12084524
III	30624944
X	12098021
I	15052517
III	39242459
V	47361759
IV	54043087
IV	46123716
I	4976158
I	7370704
I	26731176
I	36753475
I	45112900
I	47393938
II	1846238
II	1961991
II	3282465
II	13969217
II	15943208
II	26857718
II	29143722
II	35146723
II	42403624
III	3232256
III	12888172
III	14798739
III	15386314
III	23818404
III	24230713
III	27714178
III	28990095
III	32268883
III	42764905
IV	3424810
IV	5827327
IV	6567453
IV	11333670
IV	23888691
IV	30401860
IV	40755549
IV	47699901
IV	52708409
IV	53875248
V	4805031
V	24649347
V	29038021
V	31685767
V	32375375
X	47278
X	5201513
X	26415983
IV	5524335
IV	33138196
II	24120157
I	38971171
X	31757159
IV	48049176
X	3478658
V	22344267
I	9552050
IV	52655154
V	16978336
I	34691840
II	31256738
IV	42373828
IV	32173420
V	6000539
V	241871
III	32892876
X	25649656
IV	12489037
II	4390303
I	15823460
III	36227453
II	47062430
V	22163483
II	36350306
II	33945128
I	42308989
IV	10610795
II	26162087
V	28410052
X	30842910
V	48545434
I	17174781
X	21200966
X	1087768
I	41646794
X	821787
II	13679064
III	14242072
I	19036219
IV	52732942
II	45056719
IV	32557842
IV	13058634
I	420476
II	27197235
V	43718260
X	3921884
X	18583039
X	8990070
V	11746598
II	43741822
I	42898291
V	16810894
II	20901571
X	19580775
III	40064489
V	38537330
III	38808705
I	11147565
IV	7208587
III	45185014
IV	37252852
IV	8162285
V	46345992
II	42652456
V	14807999
III	38372233
V	43531950
V	27219337
III	36090857
X	29595631
V	8631440
X	28957503
IV	989713
III	12778501
I	23345646
I	28394766
I	43723169
IV	29983230
IV	44680591
IV	2449209
IV	49607174
II	43871713
II	44121254
V	2519102
II	39639976
III	2859441
II	18414317
I	17556760
IV	52845190
V	48274658
V	8036883
II	16234966
V	8861708
V	37106209
IV	930192
V	48523624
II	6230260
X	23093595
X	23718331
IV	36366714
V	117371
X	7989765
V	38066378
III	45694924
III	14221917
X	10184530
IV	44603390
II	4509474
V	28922835
II	25228007
II	27602757
IV	31664452
II	15900376
III	21971610
V	38182917
III	39568768
I	1997245
II	29960180
II	10963423
II	1249656
III	5388345
II	20821633
X	27018780
II	5882892
III	22486160
I	12182470
I	12427680
I	12653860
I	24237027
I	27834825
I	30835433
I	37182074
I	37258901
I	43274028
I	45531605
I	46425967
I	47224497
II	6539738
II	13387680
II	15385551
II	15848935
II	18907995
II	23275196
II	30260804
II	30347808
II	30962932
II	35186220
II	43929288
III	2118523
III	6558042
III	9138988
III	13002848
III	16005724
III	18776833
III	31454744
III	34585912
III	38067042
III	43262098
III	45814594
IV	9217675
IV	10276106
IV	10863856
IV	15631641
IV	15895505
IV	16192049
IV	17554505
IV	19677382
IV	24405937
IV	34122248
IV	35216629
IV	37149005
IV	38407843
IV	42190553
IV	43379493
IV	44864312
IV	46786315
IV	48811394
IV	52512997
IV	52598757
V	10010931
V	22395361
V	32035636
V	39803413
V	46277617
V	47211083
V	47741099
X	3825563
X	18347443
X	21750953
X	30376916
IV	40190395
I	5638023
V	44053183
II	47819226
II	39929823
III	24293482
X	9251312
V	10630724
I	5931416
IV	34405365
II	16270534
X	32421383
II	47629988
X	18953389
I	43185702
IV	47744072
I	17670919
IV	49604346
V	47469515
I	14851571
II	5255514
III	37748725
I	3404822
X	28723814
II	313769
I	34831704
I	32932032
II	37627363
V	48193209
I	5166127
IV	47585564
II	45738690
X	12499269
I	37492538
V	14639398
IV	47948312
II	20402793
IV	54343822
I	30942187
II	39113257
V	6686390
IV	47582488
III	10387394
IV	38178845
X	23577783
X	26875551
IV	2517690
IV	45404139
X	14507970
IV	32168585
IV	26278256
III	13721873
IV	15048137
I	15413918
III	40172055
V	46592313
I	1779841
II	44679651
V	15969042
III	25203933
V	32079268
V	40812866
V	42577770
IV	2668265
III	17388836
X	32846409
I	3841370
I	27650795
I	33046315
I	45433020
I	45610263
II	8246901
II	9706533
II	14582691
II	14818192
II	18642151
II	20834443
II	28269354
II	36925758
II	39287031
III	4706729
III	35364011
III	39677206
III	42898841
III	43438614
III	45688315
IV	8137650
IV	15656575
IV	17751968
IV	28017078
IV	36554123
V	3650811
V	10184408
V	27093934
X	2582574
X	4503394
X	26694864
X	29789576
X	30906760
III	45460223
X	33766158
II	44713934
X	6995369
IV	773962
I	5915572
II	19268562
I	43883639
V	19217223
I	42604130
I	1981473
I	17253225
I	10283622
II	8366332
X	7170879
II	5909952
X	28265546
V	2260249
I	45035256
II	46030736
IV	26919031
III	5294765
IV	50916936
IV	32471450
X	25752677
X	27167814
III	43885149
V	26891756
X	30484877
IV	30166371
II	6823974
I	22436968
III	43993786
I	42607299
III	21225337
II	708148
IV	6443421
II	4297632
V	3716345
IV	36352382
I	37884367
III	36359655
IV	43346680
III	14700071
X	1872467
IV	4069572
V	10242642
X	6215558
I	3240419
I	47912507
I	5896652
IV	8272210
I	10766407
IV	28759535
IV	39984273
V	24282068
X	5535597
X	8428445
V	28087471
V	46781865
II	29940530
I	18691294
I	7690324
I	12920669
IV	5903789
II	36709021
X	5695963
V	2849154
IV	18978090
II	32069667
II	4487776
X	32944256
III	43949367
II	41894014
V	19528665
X	32534212
I	39187242
IV	7259955
I	43302323
III	36668934
II	31289844
IV	2527968
V	42558243
II	40254532
I	1496881
III	32680031
II	29671724
V	40816115
II	6242779
II	8483852
V	4670277
X	32775151
IV	34901138
IV	28897751
IV	26792450
II	9838259
X	1540901
III	42401536
X	16084631
II	5658739
X	21719325
X	1222900
IV	47542257
I	3548836
II	35392028
I	21281773
II	38224228
V	44218923
III	33689933
III	7228754
IV	616311
II	11846036
X	8703681
I	41137022
III	11816551
IV	273189
X	10698574
III	40387171
X	29315264
V	16693086
II	9350673
II	5508663
III	6047594
II	4061674
IV	25595192
X	1697402
III	14058424
II	39250035
IV	42328210
II	20723937
V	48276758
II	1882703
III	20029050
X	22265
I	10335080
I	15947726
I	19714328
I	28658706
I	33536321
I	33807468
I	35412676
I	36407535
I	37057364
I	39351065
I	42371168
I	45424009
I	46505409
II	2088435
II	7836691
II	8018146
II	8881862
II	17426202
II	23122625
II	28269977
II	36512653
II	37057696
II	37436960
II	38866459
II	39375129
II	43131702
II	47355991
III	579880
III	7308411
III	8759803
III	11619333
III	12348398
III	17684363
III	20924737
III	21852950
III	22897048
III	42146620
III	45490593
IV	2723928
IV	5794216
IV	5837995
IV	9824744
IV	13440020
IV	15966543
IV	17217503
IV	20861917
IV	26623763
IV	44199742
IV	46598170
IV	52577704
V	9310066
V	9817666
V	10696072
V	13023374
V	19415774
V	20577964
V	26702210
V	29591842
V	32741991
V	39716376
V	39946644
V	43827408
V	46976473
X	22741639
X	26270426
V	38482763
I	12504130
II	16823363
X	9046993
III	33677271
X	5510286
III	28108211
I	7540293
III	41244268
I	7331098
III	41437712
IV	23603781
X	767741
IV	27123143
V	16834302
X	5325294
II	44706928
IV	26290025
IV	40992742
I	46859071
IV	10148388
V	34159464
V	42562675
V	12675208
III	9425774
V	42199411
V	4650556
II	47303434
IV	11392224
I	17404709
IV	33524747
I	17655664
I	1272542
I	2046578
I	4475975
I	4943902
I	5167327
I	11448835
I	13536169
I	26104670
I	29735085
I	30671366
I	34770715
I	39981460
I	41164854
II	5795438
II	17611645
II	28285320
II	37961583
III	3201617
III	11448042
III	32136665
III	32447016
III	41026210
III	41654982
III	44624512
IV	1984075
IV	6568237
IV	7109082
IV	7463577
IV	24661377
IV	47448065
V	2647046
V	3435423
V	3927323
V	6240448
V	18830678
V	21854092
V	27622971
X	2552710
X	27845388
V	2520327
X	10500007
III	44901924
II	47510315
III	43043970
III	32637274
IV	30097002
IV	15073256
IV	26055372
II	34497163
X	16714893
III	45653489
V	8474028
I	16807837
X	655091
IV	45848615
II	24934451
I	24743571
II	24068842
I	26129810
II	6488695
II	14372059
I	13655632
I	46213261
II	30437390
IV	38822414
V	7728268
II	5318361
V	27018263
X	29119963
V	4963731
X	31601901
I	17569927
IV	49532319
II	3798046
III	554575
X	7730430
III	11749229
II	10889541
V	5030124
V	12757541
IV	34366227
X	30770690
III	41752336
V	12714385
III	24028985
IV	36882132
II	1331830
II	31145244
II	22852808
V	15975248
II	46888439
I	16089986
X	9442144
I	22238199
IV	33729551
V	13179801
III	28284514
III	5259855
IV	50452533
IV	21366899
IV	52874714
IV	5472162
IV	32462126
IV	217603
X	578789
II	46001754
V	5431396
X	500516
III	45926932
II	47163145
I	5057580
I	36566246
III	14104668
III	32139378
II	47619293
I	5302145
II	26544814
III	31146834
V	289184
IV	36072058
IV	43735739
II	4371774
IV	34036158
V	11540189
V	11488476
IV	46322303
V	45960210
I	34232498
II	45368767
III	20261405
III	18125082
X	14321377
V	45956702
I	3833708
I	252143
IV	44917029
V	539561
III	35040828
II	46988619
IV	28791744
III	17386885
III	32213926
X	25930068
II	47043889
IV	39043261
III	5502475
IV	28900200
X	9165361
III	40096539
II	40181704
III	635089
I	7533905
III	5221276
X	31602864
IV	43852334
II	31098607
IV	14327990
II	34406861
IV	47267267
V	21662292
III	5013478
I	1446688
I	34185201
I	34791722
IV	7868656
I	17302598
IV	21427318
IV	34960430
IV	26279722
III	6300749
I	44236872
V	42832578
IV	38347069
X	23219593
II	8611897
III	37791745
III	26908611
X	1241843
I	22483598
V	5980966
IV	272743
IV	27291699
II	16539156
III	5442313
IV	5243566
X	29991289
I	10570751
II	31241025
V	17519443
V	27819960
I	19260800
V	42556413
X	30334417
I	2746667
I	4772463
I	5498207
I	6108272
I	13454104
I	19358193
I	20786642
I	22842612
I	37326772
I	38744098
I	45279620
I	46865201
II	7770375
II	9182157
II	15950977
II	20867032
II	22507235
II	27925751
II	31396874
II	31429215
II	32192747
II	38019073
II	38133871
II	38770222
II	39538428
III	10497216
III	16389693
III	17685485
III	17895333
III	22181495
III	22352299
III	25175927
III	26866159
III	29264089
III	30662452
III	36441332
III	37616173
III	38892969
III	40913762
IV	1769259
IV	5056641
IV	5421436
IV	7449460
IV	13548894
IV	18756792
IV	18870205
IV	19281173
IV	28750542
IV	29867648
IV	33289768
IV	34974456
IV	36613260
IV	42052127
IV	43458541
V	3248255
V	5074361
V	5444241
V	9544214
V	11750285
V	19184012
V	22841871
V	23946774
V	25702110
V	26197059
V	27822465
V	31692580
V	32632873
V	33929713
V	34118723
V	36511032
V	38646587
V	42384437
V	45827553
X	9135319
X	20742713
X	26277162
X	27397858
X	33072492
X	32413129
V	34473714
I	8595267
II	45218663
III	22537794
II	30777364
II	15846211
III	41921811
X	7325973
II	521975
IV	53993017
II	28895776
X	17617238
III	35745596
I	4269905
I	13701095
I	13804543
I	27869198
I	28608722
I	29075457
I	35782842
I	35863731
I	36519195
I	39885724
I	41829007
I	44672668
I	45619942
II	4173268
II	8999215
II	9205764
II	14253342
II	21993658
II	30658131
II	37394277
III	22674858
III	26027202
III	32046802
III	38378447
III	42342892
III	44289233
III	44723786
IV	4279380
IV	9637450
IV	17721661
IV	21303176
IV	30564958
IV	41154064
IV	47490851
IV	49103173
IV	51863394
V	5558859
V	40210336
V	42143851
X	3111073
X	30672325
II	29038144
I	13883035
III	42537567
V	17480692
III	4508066
IV	50219590
X	7672859
X	11535576
I	5287184
X	3368880
X	10040497
III	18679255
IV	32355133
II	26513615
I	43771999
IV	13079317
V	7850095
II	10267385
III	11570870
V	22164897
III	19029873
III	39834356
II	47668926
I	44698174
IV	54488765
I	16362542
II	24062824
V	39017932
V	276304
II	1268243
I	46980794
V	44514092
IV	21569012
I	7537765
X	27997446
II	18795370
II	35263040
II	43413833
IV	46462976
I	8150
IV	28964413
IV	44455282
II	43208173
IV	44912093
III	24934755
IV	26810234
X	28791295
III	9096600
I	14053330
V	14695343
III	38266177
III	5239428
I	10691232
V	14846082
II	44291856
II	1958625
X	33674045
III	21779568
I	5756665
X	5324436
II	40531524
II	6699237
II	46449007
IV	22746323
II	10574843
III	5463421
IV	45630663
I	620835
I	39869340
II	36273137
IV	416251
X	6016988
X	29162281
I	41840674
IV	25785245
V	1353151
IV	53788362
IV	46635133
I	2729784
III	28565975
IV	53910760
X	4463772
I	46754701
I	10289991
III	38675320
V	40530579
II	37805417
IV	2383029
II	7077454
X	34143335
X	33608813
IV	44437533
IV	53737231
I	5394891
IV	1165936
III	24459737
II	42080887
I	5961022
V	47569983
IV	36974914
X	8305100
III	38012631
IV	54562058
III	15445557
III	34749919
V	42421067
IV	40582022
X	26364218
V	29715999
IV	27119445
I	48051600
I	2577921
I	22022066
IV	42337069
III	17272827
V	42731770
X	8200218
I	10485366
IV	53405029
II	39870522
X	5519641
II	41196618
V	771628
IV	50783444
III	39805639
V	28638409
III	3566863
II	43031709
II	33605978
V	45703594
V	47537718
II	24981278
II	3666570
IV	34497617
I	206337
I	42847426
II	19824181
III	14377801
IV	41761583
III	21566254
IV	30727805
IV	54476564
II	718954
III	36493816
X	9212591
II	34689301
X	22268272
I	38063262
IV	37269263
X	3198155
IV	27153024
IV	33643879
III	33309559
III	44297473
I	47827896
X	33144792
IV	13060740
V	83986
III	3486332
I	9519792
I	2674455
I	2712059
I	3793165
I	4201287
I	4828434
I	5255335
I	5276141
I	7410608
I	8359125
I	12638550
I	13236844
I	14377003
I	14588104
I	15942684
I	25890120
I	29226040
I	30257563
I	34595074
I	38399491
I	38459527
I	45893400
II	520692
II	2759479
II	3117267
II	3751082
II	7827852
II	10152357
II	13795575
II	16078974
II	17251007
II	20494212
II	20580237
II	21988937
II	23647258
II	34078158
II	35418383
II	36168433
II	36790860
II	39535183
II	43467764
II	44353193
III	2194985
III	2677715
III	2768248
III	4116109
III	12671949
III	13386550
III	14525268
III	14958106
III	16851056
III	22898776
III	24547669
III	25882980
III	27381910
III	30026972
III	30996268
III	34586572
III	36520104
III	36587528
III	37815608
III	38504177
III	39062125
III	40654122
III	43059543
III	43314796
III	44449968
IV	4024560
IV	9764571
IV	12348909
IV	17749695
IV	22353860
IV	22600083
IV	25557422
IV	25724107
IV	29034728
IV	29283493
IV	33006132
IV	34156109
IV	34616460
IV	36618311
IV	40178504
IV	41164515
IV	41910432
IV	43789675
IV	45304196
IV	48493540
IV	48727776
IV	49712436
V	3514335
V	4300017
V	4909604
V	6358529
V	7311770
V	10286349
V	14268133
V	16303496
V	17923909
V	19555746
V	20083922
V	23709730
V	31031825
V	31069579
V	34407742
V	38524638
X	2670848
X	4414876
X	4591447
X	5928973
X	8694013
X	10057021
X	10676862
X	21292812
X	26683318
X	27284183
X	30063202
III	11766392
III	187333
I	12565697
IV	34281463
II	40100976
II	15231947
I	42297695
II	10288983
X	112700
X	5060426
V	49113638
IV	18016668
X	9397631
II	29860726
X	1057971
X	3352273
V	7713451
IV	25688832
IV	48534477
V	5393952
II	40349819
I	10701658
I	18549537
I	422903
II	10491554
II	12557568
X	114383
I	38975412
X	5141374
I	42332304
III	45191394
IV	47923522
V	32933918
III	3292909
II	10297840
V	9737545
X	28702519
II	16430346
V	3707250
II	7373415
I	1932878
I	18122090
II	13070358
IV	54060325
II	21260699
III	32586344
IV	5695631
IV	54369297
I	46153139
V	25554979
IV	467589
I	47969187
IV	8155468
V	48582679
I	15810239
X	28192184
V	44799413
V	34724949
I	667072
X	2404578
X	7865295
IV	53408306
IV	29814473
V	47604750
II	39712567
V	7584222
IV	38861366
II	12033366
I	652936
I	42796285
IV	19299669
X	2112807
II	38227175
I	211967
I	5994730
III	10384861
IV	36839616
I	39454829
V	46760262
II	24029170
X	8301990
I	6271371
X	19153379
X	21862930
III	19978766
V	46788196
X	33348863
IV	42776958
IV	19491472
III	39847995
I	2633041
I	1549909
III	772744
I	13390645
I	296829
IV	34435957
II	750981
V	8502873
X	33001827
II	11008286
X	2194636
II	10748722
III	5944491
IV	37923466
V	264769
IV	26972431
IV	31562424
IV	52298113
V	45556432
I	46037763
IV	53580232
III	5350468
I	13605211
III	45144740
X	285659
I	12326255
X	32047449
X	33055004
II	35679785
III	1214339
IV	24285355
III	33606375
II	47594876
II	30665394
V	2499888
II	47710263
V	47607746
III	37893081
III	32205822
III	46029387
IV	15074643
X	3913987
V	40276448
V	37306541
X	30809264
IV	29685537
X	12637710
IV	1150946
IV	40537109
I	10164218
I	14589956
II	25099273
V	18261286
X	20317333
III	13986281
V	18813941
I	16805054
X	1003879
V	38562451
III	36108065
X	3592285
IV	49990650
IV	31443007
I	45347243
III	24451309
III	26873275
II	46326392
IV	8215675
IV	44437140
III	9555005
V	38840389
IV	19552560
III	41227746
III	36369073
I	36843623
II	8642030
IV	34961895
I	45292404
II	35912042
III	663862
III	25794931
III	657330
II	29297813
X	7877477
IV	40504224
II	40915938
II	29012900
I	38982926
I	1723263
I	9775360
I	12305130
I	13397997
I	19497445
I	19781393
I	27544586
I	33273100
I	34684357
I	40637057
I	43343987
I	46733312
II	1071538
II	8322076
II	9742626
II	12479087
II	14086423
II	16021357
II	21767472
II	21923193
II	26642324
II	30514210
II	31366499
II	36794614
II	39095713
II	40831949
II	45465079
III	3789732
III	7072187
III	9114871
III	15430043
III	16665711
III	17214731
III	22802934
III	33287207
III	33691927
III	35027999
III	35372237
III	38400529
III	41182653
III	44272760
III	44847396
IV	6239207
IV	7831972
IV	15613183
IV	20139933
IV	22709249
IV	34047065
IV	34600887
IV	40730206
IV	40732771
IV	40857127
IV	41838136
IV	42050481
IV	45267198
IV	47143941
IV	49702365
IV	51257425
V	453092
V	6939033
V	7371352
V	7397661
V	8271067
V	10057951
V	18422154
V	20159302
V	21185065
V	32163083
V	37727517
V	46772018
V	47830180
X	2130771
X	3717326
X	4449633
X	6124814
X	10571213
X	17012505
X	20165968
X	24709429
X	29099861
V	12403217
IV	34750427
II	29124243
IV	7800304
III	5462583
V	48352412
X	9049917
V	42560237
IV	51910170
IV	30167558
I	2912587
II	44931234
II	47219676
III	43423034
II	18422336
II	4399223
II	7970046
I	18201559
V	17548994
V	28084191
IV	27891495
III	18759971
X	15403907
II	902684
III	1323200
X	27979227
I	14486711
III	34965879
I	42828543
V	21060259
III	37537315
III	28423172
IV	8848572
III	1909096
III	10316948
IV	47933563
X	10475868
IV	40518612
V	1176383
III	11841890
III	35849672
V	41322207
I	43964767
IV	44281225
III	8458784
II	292416
IV	991844
II	39114089
V	13481245
III	41461677
IV	45090111
II	29958534
X	13703256
I	43567832
V	11935657
III	19072587
X	25909865
V	48350042
V	9678064
V	34471991
II	35307089
III	1714842
I	30402763
II	36022818
X	33559143
X	7363015
V	26111114
II	356616
X	12059669
I	47916915
II	44572510
IV	44496108
I	11719412
I	46932036
X	28044616
IV	35902939
IV	54624255
X	8753714
III	38132701
V	45622691
IV	11845417
X	2379704
V	23488315
I	22137924
IV	14296873
X	5530302
V	23176771
III	3920569
III	14379071
IV	50375887
X	17566678
IV	31916091
X	22379069
I	22008478
II	20016899
IV	35969476
V	47886611
X	3635067
II	10984670
